iter	RMSE
144	0.3957942931
145	0.3922889431
146	0.3898132541
147	0.3868054423
148	0.3834928478
149	0.3802786603
150	0.3775846749
151	0.3735841678
152	0.3709827412
153	0.3676268014
154	0.3644298356
155	0.3625446563
156	0.3601194797
157	0.3573588911
158	0.353954904
159	0.351370604
160	0.3486119451
161	0.3456018777
162	0.3429168336
163	0.3404531992
164	0.337500499
165	0.3347637692
166	0.3319128936
167	0.3289766759
168	0.3260995387
169	0.3235850654
170	0.3204037626
171	0.3181410332
172	0.3156344732
173	0.3134434841
174	0.3107396815
175	0.3087544351
176	0.3062624905
177	0.3038945603
178	0.30136816
179	0.2992237057
180	0.2969353612
181	0.2952782408
182	0.2929799937
183	0.2912700783
184	0.2884612458
185	0.2862173294
186	0.2836433009
187	0.2820100125
188	0.2801354161
189	0.2778758315
190	0.2759318214
191	0.2737593977
192	0.2717192267
193	0.2693444032
194	0.2671670243
195	0.2649128507
196	0.263030103
197	0.2606809599
198	0.2585787824
199	0.2562174348
200	0.2543314704
201	0.2526110302
202	0.2505864834
203	0.2488491179
204	0.2475616568
205	0.2455752381
206	0.2436944206
207	0.2416423418
208	0.2397445283
209	0.2381101142
210	0.2360033657
211	0.2343264898
212	0.2325413668
213	0.2311002688
214	0.2293170839
215	0.2277637065
216	0.2260256575
217	0.2241355542
218	0.2227437208
219	0.2212806479
220	0.2194365349
221	0.2179778729
222	0.2160375687
223	0.2143837694
224	0.2127492046
225	0.211339075
226	0.2099979151
227	0.2085754015
228	0.2076797682
229	0.205941223
230	0.2047257082
231	0.2030296854
232	0.2015163908
233	0.2002247881
234	0.1984922489
235	0.1967946616
236	0.1951720395
237	0.1939996713
238	0.1923828665
239	0.191060174
240	0.1898204557
241	0.188546301
242	0.1869203141
243	0.1856387709
244	0.1845327056
245	0.1831294105
246	0.1822143636
247	0.181233585
248	0.1798156894
249	0.1785056106
250	0.1769506534
251	0.1755802311
252	0.1742699766
253	0.1731338017
254	0.1717469558
255	0.1705234984
256	0.1698023667
257	0.1687574135
258	0.167533385
259	0.1664240434
260	0.1650939088
261	0.1637295984
262	0.1629785594
263	0.1617595151
264	0.1607044675
265	0.1594437033
266	0.1586695755
267	0.1579040289
268	0.1566818454
269	0.1555305678
270	0.1543882277
271	0.153266672
272	0.1525357244
273	0.1513059579
274	0.1504729736
275	0.1493260774
276	0.148714645
277	0.1475728504
278	0.1469505968
279	0.1462636906
280	0.1456515946
281	0.14461119
282	0.1434552132
283	0.1426349871
284	0.1420388048
285	0.1411645005
286	0.1405748253
287	0.1399708394
288	0.1393836413
289	0.1383532679
290	0.1373423682
291	0.1362836604
292	0.135717093
293	0.1351094565
294	0.1343701976
295	0.1333853176
296	0.1324608096
297	0.1314661219
298	0.1304313364
299	0.1295043067
300	0.1285021715
301	0.1279570544
302	0.1273993325
303	0.1265327096
304	0.1255562019
305	0.125053011
306	0.1242062123
307	0.123382531
308	0.1223211285
309	0.1213749963
310	0.1205747771
311	0.1200576937
312	0.119268623
313	0.1185511741
314	0.117774955
315	0.1169896349
316	0.1164936471
317	0.1156729489
318	0.1148135725
319	0.1138590028
320	0.1131222764
321	0.1126472794
322	0.1119722474
323	0.1112504167
324	0.1104079787
325	0.1099489666
326	0.1094951702
327	0.1090465344
328	0.1083480315
329	0.1076388615
330	0.1069359153
331	0.1062391338
332	0.1058297558
333	0.1051583194
334	0.1047561516
335	0.1040934903
336	0.1036769685
337	0.1028876673
338	0.1022237508
339	0.1015656277
340	0.1009132441
341	0.1005325965
342	0.09990441077
343	0.09926580029
344	0.0986327456
345	0.09800519564
346	0.09738309995
347	0.09701939432
348	0.09664146099
349	0.09603009466
350	0.09527371283
351	0.09468786337
352	0.09394626333
353	0.09335518358
354	0.09278182969
355	0.092222541
356	0.09188288016
357	0.09154690172
358	0.09083672764
359	0.09013571221
360	0.08944374921
361	0.08876073381
362	0.08808656253
363	0.08756213372
364	0.08704289447
365	0.08652879339
366	0.08601977968
367	0.08570660302
368	0.08520451356
369	0.08489662443
370	0.08440135847
371	0.08391099325
372	0.08342548067
373	0.08294477318
374	0.08264752223
375	0.08203062935
376	0.08173866768
377	0.08113178942
378	0.0806682729
379	0.08038323531
380	0.08002704609
381	0.07957212534
382	0.07912173614
383	0.07877298813
384	0.0783293236
385	0.07805441912
386	0.07761682414
387	0.07705122274
388	0.07678285197
389	0.07644734239
390	0.07611460147
391	0.07569139276
392	0.07527243691
393	0.07487452048
394	0.0745515055
395	0.07416019874
396	0.07375325578
397	0.07349824451
398	0.07318356426
399	0.07287149873
400	0.07256203025
401	0.07216676074
402	0.07191875094
403	0.07152896475
404	0.07122690471
405	0.07086099312
406	0.07049869661
407	0.07020424708
408	0.06991226661
409	0.06962273854
410	0.06924988103
411	0.06901359955
412	0.06864596376
413	0.06836341855
414	0.06802105392
415	0.06766155435
416	0.06738562144
417	0.0671576418
418	0.066804995
419	0.06653397308
420	0.06620593815
421	0.06586113184
422	0.06564038937
423	0.06531924231
424	0.06505766046
425	0.06479830773
426	0.06432537372
427	0.06406948713
428	0.06360392631
429	0.06339218295
430	0.06314044696
431	0.06268363561
432	0.06247653397
433	0.06222887939
434	0.06192992336
435	0.0616865346
436	0.06144523276
437	0.06100114179
438	0.06076306645
439	0.06052703657
440	0.06009104692
441	0.05989376177
442	0.05946488348
443	0.05923380302
444	0.05904086321
445	0.05877490718
446	0.05849778502
447	0.05822352797
448	0.0579521019
449	0.05768347334
450	0.0574176094
451	0.05715447779
452	0.05689404678
453	0.05663628521
454	0.05610991667
455	0.05592963615
456	0.05541386062
457	0.05523746059
458	0.05473204818
459	0.05455944615
460	0.05406417241
461	0.05357716168
462	0.05340993023
463	0.05305278775
464	0.05288839304
465	0.0524166772
466	0.05225582737
467	0.05190870173
468	0.05156588764
469	0.05140861078
470	0.05118142995
471	0.05095661453
472	0.050803139
473	0.05058161814
474	0.05036240581
475	0.05013814634
476	0.04992248802
477	0.04970176837
478	0.04948329573
479	0.04921567077
480	0.04897958568
481	0.04876746591
482	0.04855750859
483	0.04835227035
484	0.04821036134
485	0.04800443734
486	0.04781554698
487	0.04761280048
488	0.04741213124
489	0.0472135163
490	0.04701780245
491	0.0468223626
492	0.0466289258
493	0.04643755755
494	0.04606503489
495	0.04593266191
496	0.04574537268
497	0.0455262568
498	0.04532118666
499	0.04495822698
500	0.04477698031
501	0.0444200596
502	0.04429497617
503	0.04401815216
504	0.04374456591
505	0.04362241362
506	0.04335271411
507	0.04308617078
508	0.04296687615
509	0.04276312967
510	0.04256191169
511	0.04222305502
512	0.04196402081
513	0.04170802789
514	0.04159000431
515	0.04139492914
516	0.04110047675
517	0.04085027405
518	0.0406030145
519	0.04041317297
520	0.04022569471
521	0.03993964986
522	0.03969819489
523	0.03951494136
524	0.03933397375
525	0.03905482369
526	0.03881901761
527	0.03871075841
528	0.03853459921
529	0.03826176896
530	0.03803129112
531	0.03785909235
532	0.03759179946
533	0.03736597042
534	0.0371976372
535	0.03703141334
536	0.03677050359
537	0.0365499308
538	0.03637385064
539	0.03615691139
540	0.03605777491
541	0.03584395763
542	0.03556209876
543	0.03546535156
544	0.03525622489
545	0.03504960186
546	0.03495504426
547	0.03475138909
548	0.03447947652
549	0.03427981818
550	0.03418800573
551	0.03399121014
552	0.03375186383
553	0.0335584638
554	0.03346922371
555	0.03323433762
556	0.03304472465
557	0.03281371164
558	0.03258551114
559	0.03240016391
560	0.03225407505
561	0.03203044088
562	0.03184890316
563	0.03170605306
564	0.03148689226
565	0.03134661734
566	0.03113089937
567	0.03095462165
568	0.03081745164
569	0.03060604867
570	0.03043339099
571	0.03022548419
572	0.03009207928
573	0.02996035929
574	0.02975643726
575	0.02958876292
576	0.02938822139
577	0.02917485021
578	0.02901190628
579	0.02881606816
580	0.02868993941
581	0.02841054661
582	0.02818109221
583	0.02797734344
584	0.02775341085
585	0.02763238695
586	0.02751289113
587	0.02739490617
588	0.02719711823
589	0.02708133233
590	0.02688659676
591	0.0267054535
592	0.0265924462
593	0.02640198452
594	0.02616663719
595	0.02605717045
596	0.02584874517
597	0.02574109246
598	0.02553685953
599	0.0254309881
600	0.02520339499
601	0.02500667447
602	0.02481351506
603	0.02465953804
604	0.02447088797
605	0.0242868026
606	0.02410262035
607	0.023954799
608	0.023761227
609	0.02358429529
610	0.02344052389
611	0.02326770867
612	0.02306167629
613	0.02289019414
614	0.022688082
615	0.02255063973
616	0.02238626251
617	0.02225154297
618	0.02209097483
619	0.02189648498
620	0.02173558386
621	0.02154479175
622	0.02141598132
623	0.021263252
624	0.02109149424
625	0.02094294894
626	0.02087364889
627	0.02074996141
628	0.02060507808
629	0.02053711119
630	0.02035754348
631	0.02029084665
632	0.02022483761
633	0.02004882318
634	0.01998403747
635	0.019810953
636	0.01974735914
637	0.01968441583
638	0.0195147184
639	0.01945292411
640	0.01939175997
641	0.019225361
642	0.01914632817
643	0.01908332788
644	0.01902423347
645	0.01896223537
646	0.01890414349
647	0.01876317906
648	0.01870586811
649	0.01856114154
650	0.01842366324
651	0.01829429593
652	0.01815330998
653	0.01802726015
654	0.01795435138
655	0.01788230926
656	0.01782795194
657	0.01777066622
658	0.01764772611
659	0.01757778445
660	0.01752900318
661	0.0174766688
662	0.01740843666
663	0.01736091105
664	0.0173138402
665	0.01726722057
666	0.01713415757
667	0.01701577858
668	0.01695021961
669	0.01690482527
670	0.01685609856
671	0.01672673916
672	0.01661197135
673	0.01654873337
674	0.01649790438
675	0.01645448376
676	0.01641155507
677	0.01628590441
678	0.01615401982
679	0.01603236137
680	0.01592447297
681	0.01586473678
682	0.01580572144
683	0.01576447097
684	0.01572034094
685	0.01567330661
686	0.01563324293
687	0.01559356846
688	0.0155509254
689	0.01549488659
690	0.0153965566
691	0.01529987779
692	0.01520447471
693	0.01510352128
694	0.01501078698
695	0.01489423791
696	0.01480444496
697	0.01470855814
698	0.01459684053
699	0.01450411043
700	0.01441309875
701	0.01434360593
702	0.01427516022
703	0.01419168138
704	0.01412481342
705	0.01405913181
706	0.01397186884
707	0.01390753084
708	0.01384422203
709	0.01371976807
710	0.01359731353
711	0.01347683135
712	0.01341657408
713	0.01329868547
714	0.01318270565
715	0.01306860866
716	0.01295636879
717	0.01286173163
718	0.01275262822
719	0.0126606035
720	0.01257312125
721	0.01248699068
722	0.01240219138
723	0.01231418748
724	0.01223158077
725	0.01215075248
726	0.01207096867
727	0.01200972995
728	0.01194499965
729	0.01188493401
730	0.01182154337
731	0.01175895685
732	0.01171411077
733	0.01165588068
734	0.01158114911
735	0.01150561388
736	0.01143094261
737	0.01138756662
738	0.01132802998
739	0.01125493756
740	0.0111826843
741	0.01112749565
742	0.01105637816
743	0.01098607929
744	0.01091659086
745	0.01086287538
746	0.01079448121
747	0.01072687768
748	0.01065952419
749	0.0105932
750	0.01054134935
751	0.0104760722
752	0.0104125289
753	0.01035905755
754	0.01030850064
755	0.01024666288
756	0.01019590359
757	0.01013508199
758	0.01008619414
759	0.01002658113
760	0.009978624012
761	0.009920196425
762	0.009871309401
763	0.009813845349
764	0.009767464787
765	0.009711144176
766	0.009664922125
767	0.009619615081
768	0.00957404974
769	0.00951927161
770	0.009474373344
771	0.009420468442
772	0.009373060395
773	0.009326338797
774	0.009291169464
775	0.009245170481
776	0.009202785053
777	0.00915757588
778	0.009123110064
779	0.009081612102
780	0.009037216501
781	0.009003391957
782	0.008964114341
783	0.008930690432
784	0.008891932009
785	0.008850567518
786	0.00880962082
787	0.008769087857
788	0.008728964616
789	0.008696875506
790	0.008657387713
791	0.008620032025
792	0.008581117451
793	0.008542597647
794	0.008504468801
795	0.008456266789
796	0.008418699631
797	0.008371258786
798	0.008326353733
799	0.008289582677
800	0.008253185169
801	0.008209043948
802	0.008165597422
803	0.008122425147
804	0.008079932864
805	0.008034309213
806	0.007989346902
807	0.007937477051
808	0.007907680755
809	0.007866797917
810	0.007816240152
811	0.007786997306
812	0.007758033524
813	0.007718255018
814	0.007676014976
815	0.007634385108
816	0.007606195078
817	0.007565347944
818	0.007537607528
819	0.007503814207
820	0.007462925582
821	0.007435755744
822	0.007395509114
823	0.007356399871
824	0.007329798388
825	0.007291414358
826	0.007265231527
827	0.007238648457
828	0.00719978648
829	0.007161402032
830	0.007124340422
831	0.007098950226
832	0.007072933253
833	0.007040334704
834	0.007008063685
835	0.006982502374
836	0.006950638191
837	0.006915101438
838	0.006889959779
839	0.006853413888
840	0.006820118068
841	0.006785686082
842	0.006756852337
843	0.006723056209
844	0.006694697206
845	0.00667002019
846	0.006641959524
847	0.00661753082
848	0.006586759198
849	0.00656262175
850	0.006532282101
851	0.006500895932
852	0.006473638345
853	0.006449846205
854	0.006422874759
855	0.006399320956
856	0.006369986834
857	0.006346713212
858	0.006317791557
859	0.006294794534
860	0.00626627976
861	0.006233615767
862	0.006203846246
863	0.006178018201
864	0.006152488036
865	0.006135584656
866	0.006097034105
867	0.006071947556
868	0.006043225338
869	0.006013254201
870	0.005988681124
871	0.005964392419
872	0.005948133111
873	0.005921959571
874	0.00590603127
875	0.00588032328
876	0.00584324329
877	0.005817922236
878	0.005794643189
879	0.005767555729
880	0.005744639745
881	0.005729419429
882	0.005705025365
883	0.005669069824
884	0.005645044731
885	0.005622867119
886	0.005596798021
887	0.005574968518
888	0.005547922533
889	0.005512991955
890	0.005478443888
891	0.005444274137
892	0.005410478557
893	0.005389475604
894	0.005356162381
895	0.005323214211
896	0.00529856703
897	0.005266085208
898	0.005233959295
899	0.005208583934
900	0.005176922528
901	0.00514560851
902	0.005114638088
903	0.005084007517
904	0.005053713095
905	0.005029258304
906	0.004999402465
907	0.004969874783
908	0.004940671689
909	0.004911789654
910	0.00488322519
911	0.004860528459
912	0.004832370535
913	0.004804522297
914	0.004781338267
915	0.004753894173
916	0.004726752466
917	0.004699909869
918	0.004668955986
919	0.004645370249
920	0.004619159
921	0.004593237302
922	0.004575137126
923	0.004545261599
924	0.004527433945
925	0.004509824581
926	0.004484655912
927	0.004467332375
928	0.004438274702
929	0.00442121158
930	0.004404357606
931	0.004379917083
932	0.004363336111
933	0.004332619094
934	0.00431625976
935	0.00430010123
936	0.004284141173
937	0.004253948394
938	0.004238201159
939	0.004222647538
940	0.004199253954
941	0.004183951724
942	0.004168837825
943	0.004139366076
944	0.004124453384
945	0.004109724409
946	0.004087016391
947	0.004072524941
948	0.004043738374
949	0.004029439423
950	0.004015316851
951	0.004001368591
952	0.003973062661
953	0.00395929921
954	0.003943234874
955	0.003921470633
956	0.003905700592
957	0.003878124928
958	0.003864919816
959	0.003851878025
960	0.003830682398
961	0.003815565697
962	0.003790851886
963	0.00377820273
964	0.003753867539
965	0.003739132847
966	0.003726818422
967	0.003702852574
968	0.003690716818
969	0.00366746034
970	0.003653293624
971	0.003628498081
972	0.003616696596
973	0.003594029077
974	0.003582396373
975	0.003558193443
976	0.003536054877
977	0.003524603454
978	0.003502810103
979	0.003479342215
980	0.003470488916
981	0.003459304041
982	0.003438300322
983	0.003427271222
984	0.003407737423
985	0.003387122858
986	0.003376289661
987	0.003355975627
988	0.003345292514
989	0.003324658417
990	0.003304766519
991	0.003292063766
992	0.003268778112
993	0.003245846546
994	0.003233360875
995	0.003210803741
996	0.003188589911
997	0.003176314196
998	0.003154462173
999	0.003132943008
