iter	RMSE
789	1.88178076
790	1.87767152
791	1.872130585
792	1.866964385
793	1.862885463
794	1.858846499
795	1.853384266
796	1.847825599
797	1.842478814
798	1.838529916
799	1.835851277
800	1.830568005
801	1.825469823
802	1.820249378
803	1.816400949
804	1.812834645
805	1.810196891
806	1.805045444
807	1.80114578
808	1.796779128
809	1.794199588
810	1.789069896
811	1.782308334
812	1.777262475
813	1.774717863
814	1.769723729
815	1.765883504
816	1.762099681
817	1.759580717
818	1.75461743
819	1.750868003
820	1.745953993
821	1.741040328
822	1.737333947
823	1.734845072
824	1.729989413
825	1.72627752
826	1.723824323
827	1.719008539
828	1.715330464
829	1.71170634
830	1.709277095
831	1.704491311
832	1.69971824
833	1.694990218
834	1.691411259
835	1.687807984
836	1.685407085
837	1.680725253
838	1.677170302
839	1.67253661
840	1.667902129
841	1.664381535
842	1.659837316
843	1.656329146
844	1.653910006
845	1.650442785
846	1.64809458
847	1.64354192
848	1.640106226
849	1.634607731
850	1.630082362
851	1.6240481
852	1.621745768
853	1.61727358
854	1.614962671
855	1.612703097
856	1.608283426
857	1.604900673
858	1.60101786
859	1.599781406
860	1.597575975
861	1.593170142
862	1.589842106
863	1.58863039
864	1.586461895
865	1.582087875
866	1.578790225
867	1.57448698
868	1.571132104
869	1.567866386
870	1.563569219
871	1.561414661
872	1.557129468
873	1.551967156
874	1.548739798
875	1.545456893
876	1.54226908
877	1.540124747
878	1.535947106
879	1.532788154
880	1.528618467
881	1.527439928
882	1.524217535
883	1.522411378
884	1.520296287
885	1.516171427
886	1.510622806
887	1.508538048
888	1.504448702
889	1.501352991
890	1.50020554
891	1.498155362
892	1.494095768
893	1.490519061
894	1.485614605
895	1.482558291
896	1.479435045
897	1.477417431
898	1.473453065
899	1.470417329
900	1.467425697
901	1.465702609
902	1.464597998
903	1.462617406
904	1.455930609
905	1.452960125
906	1.450032741
907	1.446096033
908	1.443046668
909	1.439143542
910	1.437185205
911	1.433322671
912	1.4304263
913	1.426589887
914	1.42361176
915	1.418927311
916	1.416729416
917	1.415652473
918	1.412729747
919	1.41076655
920	1.405700225
921	1.399266711
922	1.392985689
923	1.390811536
924	1.387954839
925	1.38466768
926	1.381855801
927	1.380789953
928	1.37888647
929	1.374405694
930	1.371599521
931	1.369473357
932	1.367558594
933	1.361445589
934	1.358704249
935	1.355936706
936	1.354274647
937	1.352191795
938	1.350302001
939	1.345924644
940	1.343233637
941	1.339598174
942	1.333603253
943	1.330900403
944	1.328851824
945	1.327822011
946	1.32621324
947	1.324372248
948	1.32085704
949	1.318227018
950	1.312381654
951	1.310366009
952	1.307720875
953	1.304193026
954	1.299989622
955	1.297998634
956	1.295403775
957	1.293836065
958	1.292016738
959	1.288626407
960	1.286064124
961	1.28336193
962	1.277700553
963	1.275736951
964	1.274197949
965	1.270804395
966	1.269034929
967	1.264928741
968	1.262422978
969	1.257951397
970	1.252382652
971	1.251412008
972	1.24881184
973	1.247327232
974	1.241869643
975	1.238579465
976	1.236115029
977	1.230769878
978	1.228866874
979	1.227394943
980	1.225393295
981	1.22146516
982	1.219021705
983	1.216613394
984	1.214201196
985	1.21142284
986	1.209724438
987	1.20733551
988	1.203479172
989	1.201639107
990	1.199293091
991	1.197606034
992	1.192407897
993	1.190596398
994	1.18866102
995	1.184882953
996	1.182561296
997	1.178403154
998	1.173325689
999	1.17192809
